url,player_name,gender,rating,card_category,pace,shooting,passing,dribbling,defending,physical,skill_moves,weak_foot,num_playstyles,num_playstyles_plus,nationality,league,club,positions,num_positions,cluster_cb,cluster_fullbacks,cluster_mid,cluster_att_mid,cluster_st
https://www.futbin.com/26/player/86/joshua-kimmich,Joshua Kimmich,M,89,Gold,72,74,89,84,83,79,3,4,5,1,Germany,Bundesliga,FC Bayern München,"CDM,RB,CM",3,0,1,1,0,0
https://www.futbin.com/26/player/91/achraf-hakimi,Achraf Hakimi,M,89,Gold,92,79,82,83,82,79,4,4,6,1,Morocco,Ligue 1 McDonald's,Paris SG,"RB,RM",2,0,1,0,1,0
https://www.futbin.com/26/player/94/pedro-gonzalez-lopez,Pedro González López,M,89,Gold,77,73,85,91,78,77,4,4,5,1,Spain,LALIGA EA SPORTS,FC Barcelona,"CM,CDM,CAM",3,0,0,1,1,0
https://www.futbin.com/26/player/122/alessia-russo,Alessia Russo,F,89,Gold,82,88,70,87,39,73,4,3,5,1,England,Barclays WSL,Arsenal,"ST,CM,CAM",3,0,0,1,1,1
https://www.futbin.com/26/player/128/maria-francesca-caldentey-oliver,María Francesca Caldentey Oliver,F,89,Gold,78,84,86,90,76,79,4,4,6,1,Spain,Barclays WSL,Arsenal,"CM,CDM,CAM,RW",4,0,0,1,1,0
https://www.futbin.com/26/player/133/patricia-guijarro-gutierrez,Patricia Guijarro Gutiérrez,F,89,Gold,78,82,83,87,86,83,4,4,6,1,Spain,Liga F,FC Barcelona,"CDM,CM",2,0,0,1,0,0
https://www.futbin.com/26/player/138/khadija-shaw,Khadija Shaw,F,89,Gold,71,89,71,81,32,85,3,4,3,1,Jamaica,Barclays WSL,Manchester City,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/142/maria-pilar-leon-cebrian,María Pilar León Cebrián,F,89,Gold,75,68,79,76,90,82,2,3,3,1,Spain,Liga F,FC Barcelona,CB,1,1,0,0,0,0
https://www.futbin.com/26/player/18738/lahm,Lahm,M,89,Icons_Heroes,84,68,83,83,86,70,3,3,5,1,Germany,Icons,EA FC ICONS,"RB,LB,CDM",3,0,1,1,0,0
https://www.futbin.com/26/player/18739/madeira-caeiro-figo,Madeira Caeiro Figo,M,89,Icons_Heroes,89,84,86,90,38,77,4,4,6,1,Portugal,Icons,EA FC ICONS,"RW,RM,CAM",3,0,0,0,1,0
https://www.futbin.com/26/player/18740/zanetti,Zanetti,M,89,Icons_Heroes,83,60,84,81,86,78,2,4,5,1,Argentina,Icons,EA FC ICONS,"RB,LB,CM",3,0,1,1,0,0
https://www.futbin.com/26/player/18741/dalglish,Dalglish,M,89,Icons_Heroes,89,90,75,88,41,72,4,5,4,1,Scotland,Icons,EA FC ICONS,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18742/nesta,Nesta,M,89,Icons_Heroes,76,44,63,68,92,84,2,3,3,1,Italy,Icons,EA FC ICONS,CB,1,1,0,0,0,0
https://www.futbin.com/26/player/18743/sanchez,Sánchez,M,89,Icons_Heroes,89,90,78,88,41,72,3,4,6,1,Mexico,Icons,EA FC ICONS,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18744/stoichkov,Stoichkov,M,89,Icons_Heroes,90,91,84,90,49,84,4,3,4,1,Bulgaria,Icons,EA FC ICONS,"ST,RW,LW",3,0,0,0,1,1
https://www.futbin.com/26/player/18745/ventura-filho,Ventura Filho,M,89,Icons_Heroes,91,89,84,90,49,73,5,4,4,1,Brazil,Icons,EA FC ICONS,"RW,RM,ST",3,0,0,0,1,1
https://www.futbin.com/26/player/18746/shearer,Shearer,M,89,Icons_Heroes,82,91,76,78,49,84,3,3,3,1,England,Icons,EA FC ICONS,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18747/vieira-da-silva,Vieira Da Silva,M,89,Icons_Heroes,87,72,87,89,83,76,5,4,3,1,Brazil,Icons,EA FC ICONS,LB,1,0,1,0,0,0
https://www.futbin.com/26/player/18748/smith,Smith,F,89,Icons_Heroes,88,90,84,89,46,77,4,4,4,1,England,Icons,EA FC ICONS,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18750/lineker,Lineker,M,89,Icons_Heroes,86,89,71,84,40,75,3,4,3,1,England,Icons,EA FC ICONS,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18751/butragueno-santos,Butragueño Santos,M,89,Icons_Heroes,92,89,78,90,40,65,3,5,6,1,Spain,Icons,EA FC ICONS,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18752/totti,Totti,M,89,Icons_Heroes,85,91,89,90,40,75,4,5,6,1,Italy,Icons,EA FC ICONS,"ST,CAM",2,0,0,0,1,1
https://www.futbin.com/26/player/18753/etoo,Eto'O,M,89,Icons_Heroes,92,90,79,87,45,80,4,4,5,1,Cameroon,Icons,EA FC ICONS,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18754/cannavaro,Cannavaro,M,89,Icons_Heroes,80,44,62,67,93,83,2,3,5,1,Italy,Icons,EA FC ICONS,CB,1,1,0,0,0,0
https://www.futbin.com/26/player/18755/vieira-de-oliveira,Vieira De Oliveira,M,89,Icons_Heroes,82,88,89,88,43,82,4,5,4,1,Brazil,Icons,EA FC ICONS,CAM,1,0,0,0,1,0
https://www.futbin.com/26/player/18756/puyol-saforcada,Puyol Saforcada,M,89,Icons_Heroes,72,46,66,59,91,88,2,3,6,1,Spain,Icons,EA FC ICONS,"CB,RB",2,1,1,0,0,0
https://www.futbin.com/26/player/18757/drogba,Drogba,M,89,Icons_Heroes,87,90,74,80,44,87,4,4,5,1,Côte d'Ivoire,Icons,EA FC ICONS,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18758/dos-santos-leite,Dos Santos Leite,M,89,Icons_Heroes,89,84,86,90,43,71,5,4,3,1,Brazil,Icons,EA FC ICONS,CAM,1,0,0,0,1,0
https://www.futbin.com/26/player/18759/van-nistelrooy,Van Nistelrooy,M,89,Icons_Heroes,84,89,71,83,38,80,3,3,6,1,Netherlands,Icons,EA FC ICONS,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18760/cantona,Cantona,M,89,Icons_Heroes,86,89,86,89,50,88,5,4,6,1,France,Icons,EA FC ICONS,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18761/jones,Jones,F,89,Icons_Heroes,80,59,74,70,91,86,2,3,3,1,Germany,Icons,EA FC ICONS,CB,1,1,0,0,0,0
https://www.futbin.com/26/player/18814/papin,Papin,M,89,Icons_Heroes,83,93,73,83,44,76,3,4,3,1,France,Ligue 1 McDonald's,HERO,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18815/da-silva-ferreira,Da Silva Ferreira,M,89,Icons_Heroes,82,72,74,77,91,89,3,3,4,1,Brazil,Serie A TIM,HERO,CB,1,1,0,0,0,0
https://www.futbin.com/26/player/18816/voller,Völler,M,89,Icons_Heroes,89,90,76,86,47,85,3,4,6,1,Germany,Bundesliga,HERO,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18817/kohler,Kohler,M,89,Icons_Heroes,71,51,63,62,91,90,2,3,5,1,Germany,Bundesliga,HERO,CB,1,1,0,0,0,0
https://www.futbin.com/26/player/18818/morientes-sanchez,Morientes Sánchez,M,89,Icons_Heroes,84,90,77,83,45,86,4,4,3,1,Spain,LALIGA EA SPORTS,HERO,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18819/sasic,Šašic,F,89,Icons_Heroes,82,89,76,84,49,85,3,4,4,1,Germany,GPFBL,HERO,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18820/ayew,Ayew,M,89,Icons_Heroes,91,83,87,91,48,66,4,4,4,1,Ghana,Ligue 1 McDonald's,HERO,"CAM,LM",2,0,0,0,1,0
https://www.futbin.com/26/player/18821/vialli,Vialli,M,89,Icons_Heroes,86,89,72,83,42,79,3,4,3,1,Italy,Serie A TIM,HERO,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18822/ginola,Ginola,M,89,Icons_Heroes,90,88,87,91,55,84,5,5,5,1,France,Ligue 1 McDonald's,HERO,"LM,CAM,ST",3,0,0,0,1,1
https://www.futbin.com/26/player/19895/debora-c-de-oliveira,Débora C. De Oliveira,F,89,Special,86,81,87,92,47,77,5,5,6,1,Brazil,NWSL,KC Current,"CAM,CM,RW",3,0,0,1,1,0
https://www.futbin.com/26/player/19918/federico-valverde,Federico Valverde,M,89,Special,89,84,85,84,83,86,3,4,6,1,Uruguay,LALIGA EA SPORTS,Real Madrid,"CM,RB,CDM",3,0,1,1,0,0
https://www.futbin.com/26/player/19974/florian-wirtz,Florian Wirtz,M,89,Special,81,83,89,90,54,67,4,4,6,1,Germany,Premier League,Liverpool,"CAM,CM,ST",3,0,0,1,1,1
https://www.futbin.com/26/player/20202/mascherano,Mascherano,M,89,Special,78,56,80,81,90,87,3,3,4,1,Argentina,LALIGA EA SPORTS,HERO,"CDM,CB",2,1,0,1,0,0
https://www.futbin.com/26/player/20203/di-natale,Di Natale,M,89,Special,91,92,87,91,50,72,4,4,4,1,Italy,Serie A TIM,HERO,"LW,LM,ST",3,0,0,0,1,1
https://www.futbin.com/26/player/20221/debora-c-de-oliveira,Débora C. De Oliveira,F,89,Special,87,82,87,92,48,78,5,5,6,1,Brazil,NWSL,KC Current,"RW,RM,CM,CAM",4,0,0,1,1,0
https://www.futbin.com/26/player/20222/joshua-kimmich,Joshua Kimmich,M,89,Special,81,74,89,85,85,80,3,4,6,1,Germany,Bundesliga,FC Bayern München,"RB,CDM,CM",3,0,1,1,0,0
https://www.futbin.com/26/player/20337/maria-francesca-caldentey-oliver,María Francesca Caldentey Oliver,F,89,Special,80,86,88,90,76,79,4,4,6,1,Spain,Barclays WSL,Arsenal,"CAM,CDM,CM,RW",4,0,0,1,1,0
https://www.futbin.com/26/player/20354/sneijder,Sneijder,M,89,Special,85,85,91,87,55,76,4,5,7,1,Netherlands,Serie A TIM,HERO,"LM,CM,CAM,LW",4,0,0,1,1,0
https://www.futbin.com/26/player/20355/dos-santos-futre,Dos Santos Futre,M,89,Special,94,83,81,94,38,63,4,4,6,1,Portugal,LALIGA EA SPORTS,HERO,"ST,RM,RW,LW",4,0,0,0,1,1
https://www.futbin.com/26/player/20401/hazard,Hazard,M,89,Special,92,85,86,92,38,70,4,4,5,1,Belgium,Premier League,HERO,"LM,LW",2,0,0,0,1,0
https://www.futbin.com/26/player/20402/simone-laudehr,Simone Laudehr,F,90,Special,88,81,85,90,84,84,4,4,6,1,Germany,GPFBL,HERO,"CM,RM,LM",3,0,0,1,1,0
https://www.futbin.com/26/player/20413/lamine-yamal-nasraoui-ebana,Lamine Yamal Nasraoui Ebana,M,89,Special,88,85,86,92,23,53,5,3,6,1,Spain,LALIGA EA SPORTS,FC Barcelona,"RM,RW",2,0,0,0,1,0
https://www.futbin.com/26/player/20525/ewa-pajor,Ewa Pajor,F,89,Special,88,89,76,89,23,77,3,4,5,1,Poland,Liga F,FC Barcelona,"ST,LM,LW",3,0,0,0,1,1
https://www.futbin.com/26/player/20527/cristiano-ronaldo-dos-santos-aveiro,Cristiano Ronaldo Dos Santos Aveiro,M,89,Special,83,92,80,84,38,81,5,4,6,1,Portugal,ROSHN Saudi League,Al Nassr,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/32/bukayo-saka,Bukayo Saka,M,88,Gold,84,82,85,88,60,73,3,4,2,1,England,Premier League,Arsenal,"RW,RM",2,0,0,0,1,0
https://www.futbin.com/26/player/42/gabriel-dos-s-magalhaes,Gabriel Dos S. Magalhães,M,88,Gold,64,44,64,65,88,84,2,2,1,1,Brazil,Premier League,Arsenal,CB,1,1,0,0,0,0
https://www.futbin.com/26/player/46/jamal-musiala,Jamal Musiala,M,88,Gold,80,82,80,90,66,65,5,4,6,1,Germany,Bundesliga,FC Bayern München,"CAM,CM,LM,ST",4,0,0,1,1,1
https://www.futbin.com/26/player/60/lautaro-martinez,Lautaro Martínez,M,88,Gold,81,88,75,84,51,83,4,4,6,1,Argentina,Serie A TIM,Lombardia FC,ST,1,0,0,0,0,1
